Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year,Country,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Family,Health..Life.Expectancy.,Freedom,Trust..Government.Corruption.,Dystopia.Residual,Region,Happiness Rank,Happiness Score,Lower Confidence Interval,Upper Confidence Interval,Economy (GDP per Capita),Health (Life Expectancy),Trust (Government Corruption),Dystopia Residual,Standard Error
,,,,,,,0.246455833315849,,2017,Congo (Kinshasa),126.0,4.28000020980835,4.35781083270907,4.20218958690763,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.0602413564920425,2.22495865821838,,,,,,,,,,
,,,,,,,0.183354198932648,,2017,Mali,127.0,4.19000005722046,4.26967071101069,4.11032940343022,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.104970246553421,1.66819095611572,,,,,,,,,,
,,,,,,,0.201237469911575,,2017,Ivory Coast,128.0,4.17999982833862,4.27518256321549,4.08481709346175,0.603048920631409,0.904780030250549,0.0486421696841717,0.447706192731857,0.130061775445938,1.84496426582336,,,,,,,,,,
,,,,,,,0.385922968387604,,2017,Cambodia,129.0,4.16800022125244,4.27851781353354,4.05748262897134,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.0681059509515762,1.04294109344482,,,,,,,,,,
,,,,,,,0.182317450642586,,2017,Sudan,130.0,4.13899993896484,4.34574716508389,3.9322527128458,0.65951669216156,1.21400856971741,0.290920823812485,0.0149958552792668,0.089847519993782,1.68706583976746,,,,,,,,,,
,,,,,,,0.256923943758011,,2017,Ghana,131.0,4.11999988555908,4.22270720854402,4.01729256257415,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.0253363698720932,1.57786750793457,,,,,,,,,,
,,,,,,,0.270061463117599,,2017,Ukraine,132.0,4.09600019454956,4.18541010454297,4.00659028455615,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.0230294708162546,0.814382314682007,,,,,,,,,,
,,,,,,,0.325766056776047,,2017,Uganda,133.0,4.08099985122681,4.19579996705055,3.96619973540306,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.057069718837738,1.526362657547,,,,,,,,,,
,,,,,,,0.250864684581757,,2017,Burkina Faso,134.0,4.03200006484985,4.12405906438828,3.93994106531143,0.3502277135849,1.04328000545502,0.215844258666039,0.324367851018906,0.120328105986118,1.72721290588379,,,,,,,,,,
,,,,,,,0.228673845529556,,2017,Niger,135.0,4.02799987792969,4.11194681972265,3.94405293613672,0.161925330758095,0.993025004863739,0.26850500702858,0.36365869641304,0.138572946190834,1.87398338317871,,,,,,,,,,
,,,,,,,0.287170469760895,,2017,Malawi,136.0,3.97000002861023,4.07747881740332,3.86252123981714,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.0727116540074348,2.08178615570068,,,,,,,,,,
,,,,,,,0.216113850474358,,2017,Chad,137.0,3.93600010871887,4.0347115239501,3.83728869348764,0.438012987375259,0.953855872154236,0.0411347150802612,0.16234202682972,0.0535818822681904,2.07123804092407,,,,,,,,,,
,,,,,,,0.189143493771553,,2017,Zimbabwe,138.0,3.875,3.97869964271784,3.77130035728216,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.0953753814101219,1.59797024726868,,,,,,,,,,
,,,,,,,0.157497271895409,,2017,Lesotho,139.0,3.80800008773804,4.04434397548437,3.5716561999917,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.119094640016556,1.42983531951904,,,,,,,,,,
,,,,,,,0.097926490008831,,2017,Angola,140.0,3.79500007629395,3.95164193540812,3.63835821717978,0.858428180217743,1.10441195964813,0.0498686656355858,0.0,0.0697203353047371,1.61448240280151,,,,,,,,,,
,,,,,,,0.311870932579041,,2017,Afghanistan,141.0,3.79399991035461,3.87366141527891,3.71433840543032,0.401477217674255,0.581543326377869,0.180746778845787,0.106179520487785,0.0611578300595284,2.15080118179321,,,,,,,,,,
,,,,,,,0.0993484482169151,,2017,Botswana,142.0,3.76600003242493,3.87412266626954,3.65787739858031,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0985831990838051,0.3779137134552,,,,,,,,,,
,,,,,,,0.207948461174965,,2017,Benin,143.0,3.65700006484985,3.74578355133533,3.56821657836437,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.0609290152788162,1.88563096523285,,,,,,,,,,
,,,,,,,0.208732530474663,,2017,Madagascar,144.0,3.64400005340576,3.71431910589337,3.57368100091815,0.305808693170547,0.913020372390747,0.375223308801651,0.189196765422821,0.0672319754958153,1.58461260795593,,,,,,,,,,
,,,,,,,0.489203780889511,,2017,Haiti,145.0,3.6029999256134,3.73471479773521,3.47128505349159,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.0998721495270729,1.69716763496399,,,,,,,,,,
,,,,,,,0.104125209152699,,2017,Yemen,146.0,3.59299993515015,3.69275031983852,3.49324955046177,0.591683447360992,0.93538224697113,0.310080915689468,0.249463722109795,0.0567674227058887,1.34560060501099,,,,,,,,,,
,,,,,,,0.285670816898346,,2017,South Sudan,147.0,3.59100008010864,3.72553858578205,3.45646157443523,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.116793513298035,1.87956738471985,,,,,,,,,,
,,,,,,,0.26654988527298,,2017,Liberia,148.0,3.53299999237061,3.65375626087189,3.41224372386932,0.119041793048382,0.872117936611176,0.229918196797371,0.332881182432175,0.0389482490718365,1.67328596115112,,,,,,,,,,
,,,,,,,0.264815092086792,,2017,Guinea,149.0,3.50699996948242,3.58442812889814,3.4295718100667,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.110937617719173,1.55231189727783,,,,,,,,,,
,,,,,,,0.196896150708199,,2017,Togo,150.0,3.49499988555908,3.59403811171651,3.39596165940166,0.305444717407227,0.431882530450821,0.247105568647385,0.38042613863945,0.0956650152802467,1.83722925186157,,,,,,,,,,
,,,,,,,0.252756029367447,,2017,Rwanda,151.0,3.47099995613098,3.54303023353219,3.39896967872977,0.368745893239975,0.945707023143768,0.326424807310104,0.581843852996826,0.455220013856888,0.540061235427856,,,,,,,,,,
,,,,,,,0.493663728237152,,2017,Syria,152.0,3.46199989318848,3.66366855680943,3.26033122956753,0.777153134346008,0.396102607250214,0.50053334236145,0.0815394446253777,0.151347130537033,1.06157350540161,,,,,,,,,,
,,,,,,,0.354256361722946,,2017,Tanzania,153.0,3.34899997711182,3.46142975538969,3.23657019883394,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.0660351067781448,0.621130466461182,,,,,,,,,,
,,,,,,,0.204435184597969,,2017,Burundi,154.0,2.90499997138977,3.07469033300877,2.73530960977077,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.0841479450464249,1.68302416801453,,,,,,,,,,
,,,,,,,0.280876487493515,,2017,Central African Republic,155.0,2.69300007820129,2.86488426923752,2.52111588716507,0.0,0.0,0.0187726859003305,0.270842045545578,0.0565650761127472,2.06600475311279,,,,,,,,,,
,,,,,,,0.36171,,2016,Denmark,,,,,,1.16374,,0.57941,,,Western Europe,1.0,7.526,7.46,7.592,1.44178,0.79504,0.44453,2.73939,
,,,,,,,0.28083,,2016,Switzerland,,,,,,1.14524,,0.58557,,,Western Europe,2.0,7.509,7.428,7.59,1.52733,0.86303,0.41203,2.69463,
,,,,,,,0.47678,,2016,Iceland,,,,,,1.18326,,0.56624,,,Western Europe,3.0,7.501,7.333,7.669,1.42666,0.86733,0.14975,2.83137,
,,,,,,,0.37895,,2016,Norway,,,,,,1.1269,,0.59609,,,Western Europe,4.0,7.498,7.421,7.575,1.57744,0.79579,0.35776,2.66465,
,,,,,,,0.25492,,2016,Finland,,,,,,1.13464,,0.57104,,,Western Europe,5.0,7.413,7.351,7.475,1.40598,0.81091,0.41004,2.82596,
,,,,,,,0.44834,,2016,Canada,,,,,,1.0961,,0.5737,,,North America,6.0,7.404,7.335,7.473,1.44015,0.8276,0.31329,2.70485,
,,,,,,,0.47416,,2016,Netherlands,,,,,,1.02912,,0.55211,,,Western Europe,7.0,7.339,7.284,7.394,1.46468,0.81231,0.29927,2.70749,
,,,,,,,0.49401,,2016,New Zealand,,,,,,1.17278,,0.58147,,,Australia and New Zealand,8.0,7.334,7.264,7.404,1.36066,0.83096,0.41904,2.47553,
,,,,,,,0.47407,,2016,Australia,,,,,,1.10476,,0.56837,,,Australia and New Zealand,9.0,7.313,7.241,7.385,1.44443,0.8512,0.32331,2.5465,
,,,,,,,0.38254,,2016,Sweden,,,,,,1.08764,,0.58218,,,Western Europe,10.0,7.291,7.227,7.355,1.45181,0.83121,0.40867,2.54734,
,,,,,,,0.32288,,2016,Israel,,,,,,0.99537,,0.36432,,,Middle East and Northern Africa,11.0,7.267,7.199,7.335,1.33766,0.84917,0.08728,3.31029,
,,,,,,,0.32865,,2016,Austria,,,,,,1.08383,,0.54355,,,Western Europe,12.0,7.119,7.045,7.193,1.45038,0.80565,0.21348,2.69343,
,,,,,,,0.41077,,2016,United States,,,,,,1.04782,,0.48163,,,North America,13.0,7.104,7.02,7.188,1.50796,0.779,0.14868,2.72782,
,,,,,,,0.22553,,2016,Costa Rica,,,,,,1.02152,,0.55225,,,Latin America and Caribbean,14.0,7.087,6.999,7.175,1.06879,0.76146,0.10547,3.35168,
,,,,,,,0.22202,,2016,Puerto Rico,,,,,,1.08113,,0.46823,,,Latin America and Caribbean,15.0,7.039,6.794,7.284,1.35943,0.77758,0.12275,3.0076,
,,,,,,,0.30452,,2016,Germany,,,,,,1.09774,,0.53466,,,Western Europe,16.0,6.994,6.93,7.058,1.44787,0.81487,0.28551,2.50931,
,,,,,,,0.15776,,2016,Brazil,,,,,,1.03938,,0.40425,,,Latin America and Caribbean,17.0,6.952,6.875,7.029,1.08754,0.61415,0.14166,3.50733,
,,,,,,,0.2424,,2016,Belgium,,,,,,1.05249,,0.51354,,,Western Europe,18.0,6.929,6.861,6.997,1.42539,0.81959,0.26248,2.61355,
,,,,,,,0.44963,,2016,Ireland,,,,,,1.16157,,0.54008,,,Western Europe,19.0,6.907,6.836,6.978,1.48341,0.81455,0.29754,2.15988,
,,,,,,,0.27571,,2016,Luxembourg,,,,,,1.03999,,0.5487,,,Western Europe,20.0,6.871,6.804,6.938,1.69752,0.84542,0.35329,2.11055,
,,,,,,,0.11735,,2016,Mexico,,,,,,0.7146,,0.37709,,,Latin America and Caribbean,21.0,6.778,6.68,6.876,1.11508,0.71143,0.18355,3.55906,
,,,,,,,0.32706,,2016,Singapore,,,,,,0.86758,,0.4877,,,Southeastern Asia,22.0,6.739,6.674,6.804,1.64555,0.94719,0.46987,1.99375,
,,,,,,,0.50156,,2016,United Kingdom,,,,,,1.08672,,0.50036,,,Western Europe,23.0,6.725,6.647,6.803,1.40283,0.80991,0.27399,2.14999,
,,,,,,,0.31595,,2016,Chile,,,,,,0.90587,,0.37789,,,Latin America and Caribbean,24.0,6.705,6.615,6.795,1.2167,0.81883,0.11451,2.95505,
,,,,,,,0.2418,,2016,Panama,,,,,,0.98912,,0.48927,,,Latin America and Caribbean,25.0,6.701,6.601,6.801,1.18306,0.70835,0.08423,3.00559,
,,,,,,,0.10989,,2016,Argentina,,,,,,1.06612,,0.42284,,,Latin America and Caribbean,26.0,6.65,6.56,6.74,1.15137,0.69711,0.07296,3.12985,
,,,,,,,0.09929,,2016,Czech Republic,,,,,,1.00793,,0.41418,,,Central and Eastern Europe,27.0,6.596,6.515,6.677,1.30915,0.76376,0.03986,2.96211,
,,,,,,,0.26591,,2016,United Arab Emirates,,,,,,0.87114,,0.56215,,,Middle East and Northern Africa,28.0,6.573,6.494,6.652,1.57352,0.72993,0.35561,2.21507,
,,,,,,,0.18056,,2016,Uruguay,,,,,,1.03143,,0.54388,,,Latin America and Caribbean,29.0,6.545,6.456,6.634,1.18157,0.72183,0.21394,2.67139,
,,,,,,,0.56237,,2016,Malta,,,,,,1.09879,,0.54994,,,Western Europe,30.0,6.488,6.409,6.567,1.30782,0.80315,0.17554,1.99032,
,,,,,,,0.15626,,2016,Colombia,,,,,,1.02169,,0.44735,,,Latin America and Caribbean,31.0,6.481,6.384,6.578,1.03032,0.59659,0.05399,3.17471,
,,,,,,,0.1216,,2016,France,,,,,,1.00508,,0.46562,,,Western Europe,32.0,6.478,6.397,6.559,1.39488,0.83795,0.17808,2.4744,
,,,,,,,0.58696,,2016,Thailand,,,,,,1.04477,,0.49553,,,Southeastern Asia,33.0,6.474,6.396,6.552,1.0893,0.64915,0.02833,2.5796,
,,,,,,,0.15457,,2016,Saudi Arabia,,,,,,0.84829,,0.37904,,,Middle East and Northern Africa,34.0,6.379,6.287,6.471,1.48953,0.59267,0.30008,2.61482,
,,,,,,,0.25495,,2016,Taiwan,,,,,,0.92624,,0.32377,,,Eastern Asia,34.0,6.379,6.305,6.453,1.39729,0.79565,0.0663,2.61523,
,,,,,,,0.32388,,2016,Qatar,,,,,,0.87964,,0.56679,,,Middle East and Northern Africa,36.0,6.375,6.178,6.572,1.82427,0.71723,0.48049,1.58224,
,,,,,,,0.17665,,2016,Spain,,,,,,1.12945,,0.37545,,,Western Europe,37.0,6.361,6.288,6.434,1.34253,0.87896,0.06137,2.39663,
,,,,,,,0.07044,,2016,Algeria,,,,,,0.83309,,0.21006,,,Middle East and Northern Africa,38.0,6.355,6.227,6.483,1.05266,0.61804,0.16157,3.40904,
,,,,,,,0.28808,,2016,Guatemala,,,,,,0.87119,,0.50379,,,Latin America and Caribbean,39.0,6.324,6.213,6.435,0.83454,0.54039,0.08701,3.19863,
,,,,,,,0.16665,,2016,Suriname,,,,,,0.77866,,0.52234,,,Latin America and Caribbean,40.0,6.269,6.073,6.465,1.09686,0.50933,0.12692,3.06852,
,,,,,,,0.15965,,2016,Kuwait,,,,,,0.87758,,0.43166,,,Middle East and Northern Africa,41.0,6.239,6.154,6.324,1.61714,0.63569,0.23669,2.28085,
,,,,,,,0.17147,,2016,Bahrain,,,,,,0.94397,,0.47375,,,Middle East and Northern Africa,42.0,6.218,6.128,6.308,1.44024,0.65696,0.25772,2.27405,
,,,,,,,0.31935,,2016,Trinidad and Tobago,,,,,,0.98569,,0.48453,,,Latin America and Caribbean,43.0,6.168,5.95,6.386,1.32572,0.52608,0.01241,2.51394,
,,,,,,,0.0425,,2016,Venezuela,,,,,,1.03302,,0.19847,,,Latin America and Caribbean,44.0,6.084,5.973,6.195,1.13367,0.61904,0.08304,2.97468,
,,,,,,,0.13837,,2016,Slovakia,,,,,,1.08268,,0.23391,,,Central and Eastern Europe,45.0,6.078,5.996,6.16,1.27973,0.70367,0.02947,2.61065,
,,,,,,,0.08877,,2016,El Salvador,,,,,,0.80975,,0.37269,,,Latin America and Caribbean,46.0,6.068,5.967,6.169,0.8737,0.596,0.10613,3.22134,
,,,,,,,0.41474,,2016,Malaysia,,,,,,0.88025,,0.39031,,,Southeastern Asia,47.0,6.005,5.921,6.089,1.25142,0.62366,0.09081,2.35384,
,,,,,,,0.29773,,2016,Nicaragua,,,,,,0.89521,,0.46582,,,Latin America and Caribbean,48.0,5.992,5.877,6.107,0.69384,0.65213,0.16292,2.82428,
,,,,,,,0.34326,,2016,Uzbekistan,,,,,,1.1681,,0.60848,,,Central and Eastern Europe,49.0,5.987,5.896,6.078,0.73591,0.50163,0.28333,2.34638,
,,,,,,,0.16684,,2016,Italy,,,,,,1.04167,,0.18827,,,Western Europe,50.0,5.977,5.898,6.056,1.35495,0.85102,0.02556,2.34918,
,,,,,,,0.10074,,2016,Ecuador,,,,,,0.85974,,0.4027,,,Latin America and Caribbean,51.0,5.976,5.88,6.072,0.97306,0.68613,0.18037,2.77366,
,,,,,,,0.23684,,2016,Belize,,,,,,0.68655,,0.51231,,,Latin America and Caribbean,52.0,5.956,5.71,6.202,0.87616,0.45569,0.10771,3.08039,
,,,,,,,0.10224,,2016,Japan,,,,,,1.06054,,0.46761,,,Eastern Asia,53.0,5.921,5.85,5.992,1.38007,0.91491,0.18985,1.80584,
,,,,,,,0.15011,,2016,Kazakhstan,,,,,,0.95544,,0.4052,,,Central and Eastern Europe,54.0,5.919,5.837,6.001,1.22943,0.57386,0.11132,2.49325,
,,,,,,,0.19997,,2016,Moldova,,,,,,0.83132,,0.25202,,,Central and Eastern Europe,55.0,5.897,5.823,5.971,0.69177,0.52309,0.01903,3.38007,
,,,,,,,0.02736,,2016,Russia,,,,,,1.05261,,0.32682,,,Central and Eastern Europe,56.0,5.856,5.789,5.923,1.23228,0.58991,0.03586,2.59115,
,,,,,,,0.14443,,2016,Poland,,,,,,1.04685,,0.4519,,,Central and Eastern Europe,57.0,5.835,5.749,5.921,1.24585,0.69058,0.055,2.20035,
,,,,,,,0.18824,,2016,South Korea,,,,,,0.72194,,0.25168,,,Eastern Asia,57.0,5.835,5.747,5.923,1.35948,0.88645,0.07716,2.35015,
,,,,,,,0.21698,,2016,Bolivia,,,,,,0.83779,,0.50961,,,Latin America and Caribbean,59.0,5.822,5.74,5.904,0.79422,0.4697,0.07746,2.91635,
,,,,,,,0.02025,,2016,Lithuania,,,,,,1.06411,,0.18929,,,Central and Eastern Europe,60.0,5.813,5.734,5.892,1.2692,0.64674,0.0182,2.60525,
,,,,,,,0.13942,,2016,Belarus,,,,,,1.04993,,0.29091,,,Central and Eastern Europe,61.0,5.802,5.723,5.881,1.13062,0.63104,0.17457,2.38582,
,,,,,,,0.26322,,2016,North Cyprus,,,,,,0.81826,,0.43596,,,Western Europe,62.0,5.771,5.67,5.872,1.31141,0.84142,0.16578,1.93447,
,,,,,,,0.25738,,2016,Slovenia,,,,,,1.05613,,0.53164,,,Central and Eastern Europe,63.0,5.768,5.683,5.853,1.29947,0.79151,0.03635,1.79522,
,,,,,,,0.14527,,2016,Peru,,,,,,0.81255,,0.37502,,,Latin America and Caribbean,64.0,5.743,5.647,5.839,0.99602,0.62994,0.05292,2.73117,
,,,,,,,0.22567,,2016,Turkmenistan,,,,,,1.03817,,0.37408,,,Central and Eastern Europe,65.0,5.658,5.58,5.736,1.08017,0.44006,0.28467,2.21489,
,,,,,,,0.36951,,2016,Mauritius,,,,,,0.75695,,0.46145,,,Sub-Saharan Africa,66.0,5.648,5.507,5.789,1.14372,0.66189,0.05203,2.20223,
,,,,,,,0.17087,,2016,Libya,,,,,,0.95076,,0.40672,,,Middle East and Northern Africa,67.0,5.615,5.406,5.824,1.06688,0.52304,0.10339,2.39374,
,,,,,,,0.17445,,2016,Latvia,,,,,,0.95025,,0.27996,,,Central and Eastern Europe,68.0,5.56,5.486,5.634,1.21788,0.63952,0.0889,2.20859,
,,,,,,,0.27906,,2016,Cyprus,,,,,,0.70697,,0.29507,,,Western Europe,69.0,5.546,5.442,5.65,1.31857,0.8488,0.05228,2.04497,
,,,,,,,0.25296,,2016,Paraguay,,,,,,1.11111,,0.46235,,,Latin America and Caribbean,70.0,5.538,5.453,5.623,0.89373,0.58295,0.07396,2.16091,
,,,,,,,0.12889,,2016,Romania,,,,,,0.72803,,0.36712,,,Central and Eastern Europe,71.0,5.528,5.427,5.629,1.1697,0.67602,0.00679,2.45184,
,,,,,,,0.08423,,2016,Estonia,,,,,,1.05163,,0.41511,,,Central and Eastern Europe,72.0,5.517,5.437,5.597,1.27964,0.68098,0.18519,1.81985,
,,,,,,,0.22245,,2016,Jamaica,,,,,,0.96372,,0.43597,,,Latin America and Caribbean,73.0,5.51,5.315,5.705,0.89333,0.59469,0.04294,2.35682,
,,,,,,,0.18434,,2016,Croatia,,,,,,0.60809,,0.23907,,,Central and Eastern Europe,74.0,5.488,5.402,5.574,1.18649,0.70524,0.04002,2.52462,
,,,,,,,0.40097,,2016,Hong Kong,,,,,,0.87021,,0.48079,,,Eastern Asia,75.0,5.458,5.362,5.554,1.5107,0.95277,0.31647,0.92614,
,,,,,,,0.27225,,2016,Somalia,,,,,,0.33613,,0.56778,,,Sub-Saharan Africa,76.0,5.44,5.321,5.559,0.0,0.11466,0.3118,3.83772,
,,,,,,,0.27992,,2016,Kosovo,,,,,,0.66062,,0.14396,,,Central and Eastern Europe,77.0,5.401,5.308,5.494,0.90145,0.54,0.06547,2.80998,
,,,,,,,0.04707,,2016,Turkey,,,,,,0.87717,,0.23889,,,Middle East and Northern Africa,78.0,5.389,5.295,5.483,1.16492,0.64718,0.12348,2.29074,
,,,,,,,0.56521,,2016,Indonesia,,,,,,0.87625,,0.39237,,,Southeastern Asia,79.0,5.314,5.237,5.391,0.95104,0.49374,0.00322,2.03171,
,,,,,,,0.14262,,2016,Jordan,,,,,,0.86216,,0.36023,,,Middle East and Northern Africa,80.0,5.303,5.187,5.419,0.99673,0.60712,0.13297,2.20142,
,,,,,,,0.0564,,2016,Azerbaijan,,,,,,0.76042,,0.35327,,,Central and Eastern Europe,81.0,5.291,5.226,5.356,1.12373,0.54504,0.17914,2.2735,
,,,,,,,0.21674,,2016,Philippines,,,,,,0.87877,,0.54854,,,Southeastern Asia,82.0,5.279,5.16,5.398,0.81217,0.47036,0.11757,2.23484,
,,,,,,,0.04959,,2016,China,,,,,,0.79381,,0.44012,,,Eastern Asia,83.0,5.245,5.199,5.291,1.0278,0.73561,0.02745,2.17087,
,,,,,,,0.48546,,2016,Bhutan,,,,,,0.90836,,0.46074,,,Southern Asia,84.0,5.196,5.138,5.254,0.8527,0.49759,0.1616,1.82916,
,,,,,,,0.38432,,2016,Kyrgyzstan,,,,,,0.95434,,0.40212,,,Central and Eastern Europe,85.0,5.185,5.103,5.267,0.56044,0.55449,0.04762,2.28136,
,,,,,,,0.20737,,2016,Serbia,,,,,,0.81329,,0.15718,,,Central and Eastern Europe,86.0,5.177,5.083,5.271,1.03437,0.6458,0.04339,2.27539,
,,,,,,,0.29889,,2016,Bosnia and Herzegovina,,,,,,0.64367,,0.09511,,,Central and Eastern Europe,87.0,5.163,5.063,5.263,0.93383,0.70766,0.0,2.48406,
,,,,,,,0.17191,,2016,Montenegro,,,,,,0.74173,,0.15111,,,Central and Eastern Europe,88.0,5.161,5.055,5.267,1.07838,0.63533,0.12721,2.25531,
,,,,,,,0.21286,,2016,Dominican Republic,,,,,,0.99496,,0.52259,,,Latin America and Caribbean,89.0,5.155,5.037,5.273,1.02787,0.57669,0.12372,1.69626,
,,,,,,,0.04053,,2016,Morocco,,,,,,0.38595,,0.25646,,,Middle East and Northern Africa,90.0,5.151,5.058,5.244,0.84058,0.59471,0.08404,2.94891,
,,,,,,,0.099,,2016,Hungary,,,,,,0.93164,,0.1977,,,Central and Eastern Europe,91.0,5.145,5.056,5.234,1.24142,0.67608,0.04472,1.95473,
,,,,,,,0.31185,,2016,Pakistan,,,,,,0.26135,,0.14622,,,Southern Asia,92.0,5.132,5.038,5.226,0.68816,0.40306,0.1388,3.18286,
,,,,,,,0.23693,,2016,Lebanon,,,,,,0.64184,,0.26228,,,Middle East and Northern Africa,93.0,5.129,5.031,5.227,1.12268,0.76171,0.03061,2.07339,
,,,,,,,0.11691,,2016,Portugal,,,,,,0.94367,,0.44727,,,Western Europe,94.0,5.123,5.03,5.216,1.27607,0.79363,0.01521,1.53015,
,,,,,,,0.23507,,2016,Macedonia,,,,,,0.78236,,0.27668,,,Central and Eastern Europe,95.0,5.121,5.017,5.225,1.0193,0.64738,0.07047,2.08947,
,,,,,,,0.25075,,2016,Vietnam,,,,,,0.79117,,0.55954,,,Southeastern Asia,96.0,5.061,4.991,5.131,0.74037,0.66157,0.11556,1.9418,
,,,,,,,0.51479,,2016,Somaliland Region,,,,,,0.75862,,0.3913,,,Sub-Saharan Africa,97.0,5.057,4.934,5.18,0.25558,0.33108,0.36794,2.43801,
,,,,,,,0.03936,,2016,Tunisia,,,,,,0.43165,,0.23553,,,Middle East and Northern Africa,98.0,5.045,4.965,5.125,0.97724,0.59577,0.0817,2.68413,
,,,,,,,0.0,,2016,Greece,,,,,,0.75473,,0.05822,,,Western Europe,99.0,5.033,4.935,5.131,1.24886,0.80029,0.04127,2.12944,
,,,,,,,0.25998,,2016,Tajikistan,,,,,,0.75602,,0.43408,,,Central and Eastern Europe,100.0,4.996,4.923,5.069,0.48835,0.53119,0.13509,2.39106,
,,,,,,,0.34539,,2016,Mongolia,,,,,,1.08983,,0.35972,,,Eastern Asia,101.0,4.907,4.838,4.976,0.98853,0.55469,0.03285,1.53586,
,,,,,,,0.43079,,2016,Laos,,,,,,0.5497,,0.52168,,,Southeastern Asia,102.0,4.876,4.742,5.01,0.68042,0.38291,0.22423,2.08637,
,,,,,,,0.23219,,2016,Nigeria,,,,,,0.64498,,0.27854,,,Sub-Saharan Africa,103.0,4.875,4.75,5.0,0.75216,0.05108,0.0305,2.88586,
